content,label
boutta start cookin some ramen cause im way too hungry now,1
cmere and lemme show ya sumthin bout the,0
What about the biggest one,1
"Actually, I've already finished the first draft.",1
Still got some questions about city centre though maybe we can,0
somethin tells me we shoulda taken the other route home,1
finna watch this new show everbody been talkin bout,1
that sounds really good where is it,1
wasnt even posed to be here but im glad i came anyway,1
considering the expensive options at peking restaurant and maybe,0
"Hello, I'm looking for information on the...",0
Hi! Would you please help me find a hotel to stay at?,1
going to the restaurant at,0
sposed to explain why the whole thing with the,0
mighta been different if they hadda justt,0
whatchu think bout maybe we could go and,0
Make it for 11:15.,1
uh huh thats exactly what i was thinkin when they announced it,1
right right i see what youre sayin bout the project deadline,1
oh yeah yeah that makes perfect sense now that you explain it,1
gimme a sec while i try to member what the,0
mhm okay so thats why the system kept crashin yesterday,1
ah yeah i get it now the reports need to be done differently,1
mmkay yeah we definitely need to update the schedule then,1
mmhm yeah and when you were saying bout the way that,0
I need a taxi from thanh binh.,1
yep yep i hear ya bout the parking situation at work,1
still waiting for that reference number and it's really starting to,0
woulda been nice if somebody told me bout,0
gonna hafta figure out why they always,0
ahh right now i remember what happened at the meeting,1
uh huh right so if i understand correctly about the,0
mm yeah yeah that explains why everyone was upset,1
okay okay now i see what you meant bout the budget,1
"No, can you recommend your favorite one?",1
uh huh got it so thats what the boss was talkin bout,1
oh yeah yeah so when they were explaining how the,0
not really sure because I have to,0
hmm yeah yeah that makes way more sense than before,1
oh right right now i understand the whole situation,1
mhm exactly thats what i thought about the new design,1
yeah yeah okay that clears up the confusion bout timing,1
mhm okay and then you mentioned something bout,0
right right and then what happened with the whole,0
"I purchased 12 tickets for the concert on April 15th, 2025.",1
Price doesn't matter. I would like to book a table for 7 people at 13:00 on Sunday.,1
ah gotcha now i see why they changed the process,1
ah yeah i was just thinking bout what you said regarding,0
mmkay so if im understanding this part about the,0
It does not matter.,1
yep yep and then when they started talking bout,0
hmm yeah and then you were saying something about,0
mmhm thats exactly what i needed to know bout the update,1
considering the 7 options and wondering if maybe,0
okay yeah yeah that explains the email from earlier,1
okay okay so let me see if i got this part where,0
I also need to book a taxi to commute between the two. I need to get to the restaurant by the booked time.,1
right got it so thats how were supposed to handle it,1
uh huh and then what was that thing you mentioned,0
thank you. that is all for today.,1
mm yeah yeah so when youre talking bout how the,0
That's great. I'd like to book a table for the same group at 14:15 on the same day.,1
oh right right and then the part where they were,0
Hello! I'm looking for some entertainment in the centre please!,1
"Hotel is nearby that corner, so you can start from",0
Can you look at the cheap price range for me please?,1
in the middle of,0
bookit for the,0
I'd like one in the expensive price range that includes free wifi.,1
No thank you that will be all.,1
yeah yeah so if im following correctly about the,0
mm yeah yeah that explains why everyone was upset,1
"No, but could you book a room on Tuesday for me please?",1
I need a train that leaves after 11:00 and goes to Cambridge,1
ahh right now i remember what happened at the meeting,1
"Yes, that would be fine, thanks.",1
okay okay now i see what you meant bout the budget,1
uh huh got it so thats what the boss was talkin bout,1
hmm yeah yeah that makes way more sense than before,1
oh right right now i understand the whole situation,1
"No, that sounds good.",1
mhm exactly thats what i thought about the new design,1
Thank you. I'm also looking for a hotel in the north with a star of 4.,1
yeah yeah okay that clears up the confusion bout timing,1
going to confirm the reservation details and maybe add some,0
ah gotcha and then what about when they said,0
Any price range is fine.,1
mhm so youre saying that when the whole thing,0
ah gotcha now i see why they changed the process,1
about the postcode for Thanh Binh and wondering if it's really cb30af or,0
mmhm thats exactly what i needed to know bout the update,1
okay yeah yeah and then what happened after the,0
right i see and then you mentioned something bout,0
right got it so thats how were supposed to handle it,1
uh huh mhm and then the part where everyone was,0
okay yeah yeah that explains the email from earlier,1
"Mmhm, yeah, that's exactly what I was telling Sarah about yesterday!",1
"Mmhm, yeah, and then when you mentioned about the way that",0
What time will driver,0
"Ah gotcha, that explains the confusion in the meeting.",1
"Oh right, so if I'm understanding correctly about what happened",0
"Yes, please provide the phone number.",1
East part of--,0
Yes I just am looking to get the phone number of one.,1
"That will be all, thank you.",1
"Yeah yeah, exactly what I thought about the new policy!",1
"Oh right, right, just like what happened last summer!",1
"Mmhm, that's precisely why I suggested the changes.",1
"Uh-huh, now the whole situation makes perfect sense!",1
"yes, i am also looking for a cinema near the restaurant.",1
considering the Jinling Noodle Bar prices and they seem to be um,0
"Oh right, so if I'm understanding correctly about what happened",0
"Uh-huh, and then you were saying something about how the",0
"Yeah yeah, so when they started explaining about the whole",0
yes please I would love to join the project team,1
"Ok great, that is everything I needed to know. Thank you for your help!",1
"Ah okay, and then what was that part about when they",0
"Right right, and then you mentioned something regarding",0
"Mmkay, so if I'm following what you're saying about the",0
"Right right, just like in that training video we watched!",1
"Ah yes, yes, that's exactly what I was trying to remember!",1
"The problem with that is— Wait, let me rethink this...",0
"Mhm, okay, I see why everyone voted for that option.",1
considering a moderately priced guesthouse but maybe something a little,0
"Yeah yeah, that's exactly how it should be done!",1
"Mmkay, so if I'm following what you're saying about the",0
considering the noodle bar menu and wondering if,0
Which one would be best for dinner tonight probably,0
I'll need those documents signed and returned by Friday afternoon.,1
"Mmhm, that's precisely why I suggested the changes.",1
considering colleges in the north like um maybe looking at,0
"Uh-huh, now the whole situation makes perfect sense!",1
I think 19:35 would be,0
Yes please for two people at 16:15 on Wednesday please if its not too much trouble.,1
"Oh yeah yeah, and then when everyone started talking about",0
"Mhm, and then what happened after they said that the...",0
"Right right, just like in that training video we watched!",1
Is that in the center of town?,1
"Yeah yeah, exactly what I thought about the new policy!",1
"Oh right, right, just like what happened last summer!",1
"Uh-huh, so when you were explaining that part about",0
"Uh-huh, now I get why everyone was so excited about it.",1
thanks team really appreciate your help with debugging,1
I would like to book a taxi please.,1
I am interested in moderately priced international food.,1
"Ah gotcha, and when they were discussing the way that",0
"Yeah right, and then you mentioned something about how",0
"Mhm, okay, I see why everyone voted for that option.",1
"Ah yes, yes, that's exactly what I was trying to remember!",1
The way she just said ciao bella and dipped was so extra!,1
He was like szkoda że nie przyszłaś and I just stood there confused.,1
Yo that's bare jokes still bruv wagwan with people these days?,1
I was going through it and she just says c'est la vie innit.,1
He started speaking and was like donc if you consider how,0
My tita always says anak you need to eat more kain tayo!,1
I deadass thought ai yaa this cannot be happening right now.,1
I was trying to explain pero like when they started to...,0
Do they have tables available,1
My mum keeps saying arey beta clean your room it's looking gandi.,1
so the architecture attraction is somehow,0
help me get a taxi to the cambridge museum of technology please,1
Fam I was about to wallahi but then the whole situation,0
Listen yeah mashallah the food was blessed still you get me?,1
"I mean, if we look at it from another perspective...",0
My mom called saying beta where are you and then she,0
"I'm thinking cardio, but I'm not sure if I should start with running or",0
Man's really pulled up like konnichiwa y'all and left straight away!,1
"Yes, I was also looking for a place to stay somewhere in the north.",1
I'm sitting there thinking mashallah until suddenly the,0
What type of accommodations are they,0
Hey amiga can you tell me donde está la nueva cafetería everyone's talking about?,1
My abuela always says tranquila niña everything's gonna work out fine!,1
I was like waiting there and then he says mach schnell and starts running!,1
AYo fam that party was straight fire ngl wallahi it was the best one yet.,1
No price range but I do want a 4 start.,1
Let me find that information first.,1
The professor was explaining and then said donc basically we all failed.,1
Maybe a guesthouse would have free wifi and...,0
She's acting all extra y todo just because she got that promotion.,1
I need to get my vida together porque this ain't working anymore.,1
Bro that's cap fr fr على راسي I wouldn't lie about this.,1
The way she just came in saying hola to everyone and then,0
My sensei was explaining something and then he just,0
The guy walks in saying bonjour and next thing you know,0
I think around 20 p...,0
"Well, you see, the thing about the- about the project is that um...",0
She really said vale vale and then ghosted everyone après ça!,1
Was proper calm still yeah but then mans started to,0
she really said gracias amor and dipped from the function,1
mans be like habibi trust me then ghost you the next day,1
She kept saying arey listen to me while trying to,0
and wondering if Thursday,0
bro why you moving so challah take your time with it still,1
Could you please get me the phone number?,1
I'm there thinking inshallah everything's good until,0
At 12:45 please.,1
i told him yamete kudasai but he kept talking and talking,1
bro started speaking deutsch in the middle of his presentation,1
the guy deadass said buenos dias in a chinese shop wallahi,1
my lola keeps saying anak you need to study mas mahusay,1
Bruv the way man just pulled up saying ciao and then,0
ey yaar trust me this restaurant ka khana is actually blessed,1
i was like konnichiwa sensei and he just started laughing ngl,1
My abuela started telling me mira mira and suddenly,0
They were all like sugoi when the whole thing just...,0
Bro deadass said annyeonghaseyo to the Chinese restaurant owner!,1
the professor said tres bien and everyone started laughing,1
yo fam ngl that concert was mad lit mashallah enjoyed every second,1
my nani always says beta eat properly otherwise youll get sick,1
I was going through it and she just says c'est la vie innit.,1
your girl really said sayonara and blocked me everywhere,1
and the prices are,0
my jija says dekho dekho whenever he wants to show something,1
my lolo was telling me anak you should always remember how,0
she kept saying por favor listen to me while trying to,0
I would like to find a restaurant in the centre.,1
fam started speaking patois and mandarin at the function still,1
"There will be 6 of us. 16:15, if possible.",1
fam trust when i say bismillah before starting to,0
"I just need to know the how many stars it has, the phone number there, and if they have WiFi.",1
"Not at this time, Thank you.",1
I would like to stay in the moderate price range and I will need free parking.,1
Sounds great. Please make a booking.,1
i told my nani about what happened and she just started,0
"No, I need a train from Cambridge to petersborough on Thursday.",1
I don't care as long as it's expensive.,1
Yes please. Get me the address,1
"Hi, what are some fun attractions in west Cambridge?",1
Need to check availability for that time and,0
That was all I needed.,1
Where can we eat?,1
the sensei was explaining about how we should focus on the,0
I am just looking for information. What kind of hotel? Hotel or guest house?,1
"Thanks, I'll call that now. Bye!",1
bro wallahi i was boutta explain until the whole thing,0
mans really pulled up saying assalamu alaikum and then,0
sigh finally managed to finish all that paperwork today,1
yo when abuela started saying mira mijo about the way that,0
my yaar was telling me something bout how the situation,0
the girl started speaking francais and i was just there,0
ugh these meetings keep getting longer and longer,1
the Lensfield hotel's parking situation is kinda um,0
habibi you dont understand when they started saying,0
ey yaar listen carefully to what im about to tell you about,0
bro was speaking pure italian when suddenly the whole,0
mmmph need to stop staying up so late watching shows,1
that sounds really,0
giggle hehe that meme you sent was actually hilarious,1
huff phew that was such an intense workout session,1
my amma called saying beta where have you been and then,0
i deadass thought yamete when they started to explain the,0
squeal eeeee I can't believe I got the job offer,1
the teacher went full deutsch mode when talking about how,0
mans really said shukran and dipped before anyone could,0
my tita kept saying ingat when i was trying to tell her about,0
fam i swear bilkul when the entire situation with the,0
grunt hnng this box is way heavier than it looks,1
well if you think about what happened with the...,0
ugh why do they always have to make things...,0
snort pfft did you see what they were wearing today,1
whew that new car looks absolutely amazing,1
she started going arey listen to me while attempting to,0
booking the Ashley Hotel for um,0
oh my god the surprise party actually worked,1
hahaha can't believe that just happened,1
"cool, that's all i need thanks",1
heh you really thought you could beat me,1
but I thought when we discussed the...,0
the document should be in the shared folder in the shared um,0
I was thinking about the project the project where we,0
can you tell me where the meeting where the uh the meeting,0
Im looking for Sarah from accounting Sarah who handles the payroll systemell.,1
the new software update the mandatory update needs to be installed today,1
can you check my reservation my hotel reservation for next Tuesday,1
the client called about the deadline about the you know the deadline for,0
we need to review the budget the quarterly budget from,0
Yes please. I also need a place to stay in the west with free wifi.,1
booking that train for 3 people and,0
I just need to leave after 08:45,0
you need to turn left at the bank the big bank with the red sign,1
I think we discussed this last week we definitely discussed this in the team meeting,1
Im trying to remember his name his name from the sales,0
considering the neonatal unit's phone number and wondering if they also,0
she said to bring cookies chocolate cookies for the party tomorrow,1
the printer in room twelve I mean the printer in room twelve needs new toner,1
Is that in the west area. I really would like to be in the west.,1
Thank you. I am also looking for places to go in the same area as the restaurant.,1
"Your investment of $5,000.00 has generated a 12% return over the past three months.",1
we should meet at six oclock yes six oclock at the main entrance,1
the report shows significant growth shows significant I mean,0
my password stopped working it stopped working right after the system update,1
"If there are no hotels, a guesthouse would be fine, I suppose.",1
I need to find the blue folder the blue folder in the bottom drawer,1
could you help me find the file the file that has the,0
she mentioned something about the conference the conference that was supposed,0
the system keeps showing an error showing an error whenever I try to,0
we need to update the website update the section where,0
the team was working on the project on the project that would,0
we should order lunch order lunch from that new place downtown,1
Im looking for that email that email where they mentioned,0
"no, thank you",1
Could you tell me more about,0
yes I suppose we could try to,0
can you help me locate the document the document that shows,0
booking one night at the avalon hotel would be and then somehow,0
I heard they hired someone new someone new for the marketing team,1
Of course,1
they were supposed to deliver the package deliver the,0
the coffee machine is broken the one is broken on the third floor,1
the client wants to meet wants to meet next Wednesday afternoon,1
my computer keeps freezing keeps freezing when I open too many tabs,1
I need to find my notes my notes from the meeting where,0
can you send me those files those project files from last weeks meeting,1
theres an issue with the printer with the printer that,0
It will just be a table for one. Go ahead and book it,1
the wifi keeps dropping it keeps dropping whenever Im in the conference room,1
the manager wanted to discuss wanted to discuss something about the,0
your badge your security badge needs to be renewed next month,1
Im trying to access the portal the company portal but it keeps,0
about the price range and uh,0
she was talking about the deadline about the deadline when,0
can you remember where we put those files those files from the...,0
I was working on the presentation the presentation where we had to,0
we need to finish the report finish the quarterly report by Friday morning,1
I really want that book that new book by Margaret Atwood,1
I was wondering if- if maybe we could sort of...,0
have you seen my phone my phone that I was just,0
I meant train. I need a train ticket for monday.,1
"Hey, I'm checking about the meeting - the 3PM meeting with Finance?",1
Could you pass me that folder? The RED folder right there?,1
the client mentioned something about the timeline the timeline for,0
"We discussed this yesterday, we definitely discussed this in the standup!",1
hmm do you mind if I borrow your charger for a few minutes,1
"I'll need your signature, your DIGITAL signature by EOD.",1
I am going to cambridge and I am looking for the cambridge book and print gallery,1
Could you find a hotel that is near the,0
"The system keeps crashing, keeps crashing whenever I open Chrome.",1
Mark's team - I mean Mark's WHOLE team - will be there tomorrow.,1
could you check the status the status of that order that we,0
Have you tried the new café? The café next to Building B?,1
"She's looking for her badge, her temporary badge from reception.",1
Can you believe the deadline? The IMPOSSIBLE deadline they gave us?,1
"I'm waiting for Jason, Jason from IT Support.",1
I think we should review the policy the policy about how we,0
"We should review the metrics, the Q1 metrics before the call.",1
The client approved the design - the FINAL design we sent yesterday!,1
I need access to the server - the development server in AWS.,1
theyre asking about the budget the budget for the new,0
"They're renovating the lobby, the main lobby on first floor.",1
Who's handling the presentation? The quarterly presentation next week?,1
did you hear about the changes the changes they want to,0
Hotel near station,1
"Check your email, your WORK email for the updates.",1
Im trying to remember the details the details about how we were,0
The AC isn't working - the AC in Conference Room C.,1
"We need to validate these numbers, these conversion numbers specifically.",1
I was trying to remember the password the password that we used for...,0
"I've updated the document, the requirements document in SharePoint.",1
considering a guesthouse with free parking and also maybe some sort of,0
i want indian food.,1
Can you check the status check the status of that thing where we,0
"Hey @latishab, I need your review - your URGENT review on PR-2025!",1
What time did you schedule it? The 4AM UTC meeting today?,1
The deadline is three fifteen unless we,0
She mentioned something about the report the quarterly report that was supposed to,0
I'm looking for those files those important files from the meeting where,0
"The cloud deployment, the AWS deployment just finished successfully.",1
We need to discuss the budget the budget for that new project that...,0
"I'm updating my status, my project status for the March report.",1
who was supposed to,0
Can you check my permissions? My repository permissions on GitHub?,1
Have you seen my laptop my laptop that I left in the,0
"The Jenkins build is failing, the main branch build since midnight.",1
"We should sync with APAC, sync with the Singapore team tomorrow.",1
They were talking about the changes the changes to our...,0
Have you tested the API? The new API endpoints we deployed?,1
"The metrics look different, look completely different after the update.",1
"I'm blocked on authentication, blocked on SSO configuration specifically.",1
"The documentation needs updating, needs updating after the Q1 changes.",1
I can't seem to find the document the document where we outlined,0
The client was asking about delivery asking about when we would,0
East part of town,1
Did you see my message? My Teams message about the outage?,1
"Great, thank you!",1
"We're missing some logs, some debug logs from the production server.",1
Could you help me with the form the form that needs to...,0
The dashboard isn't loading - the performance dashboard in Grafana.,1
I'm trying to debug this error this error that keeps showing up when...,0
What part of town is frankie and bennys located?,1
"I've updated the workflow, the GitHub Actions workflow for testing.",1
Can you review my commits? My commits from last night's hotfix?,1
Can you check the logs the production logs from when the system,0
"They changed the requirements, the technical requirements yesterday.",1
Who's monitoring the alerts? The priority alerts this morning?,1
"They forgot my side dish, my side of sweet potato fries.",1
"The cluster is scaling, automatically scaling due to high traffic.",1
The deployment failed the deployment that was supposed to,0
"I've fixed those issues, those linting issues from code review.",1
Thanks so much you've been a huge help,1
I am not particular. Where are they located?,1
I need access to the VPN the VPN that we use for,0
What time is your happy hour? Your WEEKDAY happy hour specifically?,1
"I'm allergic to nuts, allergic to ALL nuts including pine nuts!",1
Could you modify the salad? The Caesar salad without anchovies?,1
Is the steak - the medium-rare steak - still available tonight?,1
"Yes, I would like to book for 3 people.",1
They're migrating the database the database where we keep all the...,0
I'd like the pasta - the SPICY pasta with shrimp please?,1
Could you look at my code my code in the pull request that,0
The CI pipeline is stuck is stuck at the stage where,0
"I'm checking my order status, my DoorDash order from Thai Palace.",1
We need to update the tokens update the tokens before they,0
"I'm tracking your responses, your pattern of responses to edge cases.",1
Do you have any vegetarian options? Strictly vegetarian options on the menu?,1
"We need extra chopsticks, extra chopsticks for the sushi platter.",1
I'm getting these warnings these warnings in the console whenever...,0
The kubernetes cluster the cluster configuration where we,0
Did you document the changes the changes from,0
Could you help me rephrase help me rephrase this prompt that I'm,0
I need something in the same price range as the hotel.,1
The manager wanted to discuss wanted to discuss something about our,0
I need one leaving after 17:00.,1
The way you're processing my input processing my questions seems different than,0
I need to figure out the schedule the schedule for next,0
Can you remember where we saved those presentations those presentations from,0
I'm working on that analysis that analysis about the market...,0
I appreciate your help - your step-by-step help with debugging today.,1
Can you show me examples? Real-world examples of what you mean?,1
"We ordered takeout, takeout for pickup at 6:30PM tonight.",1
I need to figure out the schedule the schedule for next,0
Price does not matter.,1
I'm trying to understand your limitations your limitations when it comes to,0
Can I substitute the rice? The white rice for brown rice instead?,1
The way you're processing my input processing my questions seems different than,0
What's in the combo meal? The lunch combo meal for $15.99?,1
Can you explain how you're trained how you're trained to handle these types of,0
Do you deliver to this address? This address in Downtown Seattle?,1
I need help with optimizing optimizing the way I communicate with you so that...,0
When I ask for creative solutions creative solutions you tend to,0
Could you show me different approaches different approaches to asking about,0
"I'd like to modify my reservation, my 8PM reservation for tomorrow.",1
Could you check if there's dairy? If there's ANY dairy in the sauce?,1
I notice that your responses your responses sometimes vary when I,0
Can we split the bill? Split the bill between four credit cards?,1
"Hey AI, can you switch to code mode - you know, code generation mode please?",1
"I need to understand your parameters, your SPECIFIC parameters for this task.",1
Could you elaborate on this error? This validation error you mentioned?,1
"I'm comparing your responses, your different responses across multiple prompts.",1
Let's try another approach - another SYSTEMATIC approach to this problem!,1
Yes. Do you know anything about a place called Sheep's Green and Lammas Land Park Fen Causeway?,1
Um their address,0
Maybe the details,0
Could you analyze this prompt? This complex prompt I've constructed?,1
yeah this new approach is definitely going to improve everything about our process as long as we can,0
The activation code the activation code you sent me doesn't seem to,0
the way I see it if we could somehow manage to coordinate with the development team on this specific feature then perhaps we,0
Should we try a different format? A more structured format for this query?,1
trying to find a train from cambridge that arrives at london around,0
"I'm testing your consistency, testing your response patterns specifically.",1
Can you verify this information? This technical information you provided?,1
My device isn't connecting isn't connecting to the network after I tried to,0
Can you explain the charges the charges on my statement that look,0
"Can you find me an expensive place to stay, it should be only 4 stars and include free wifi and parking.",1
Let's review your suggestion - your LATEST suggestion about the code.,1
Would you explain your confidence? Your confidence in this particular answer?,1
"I need to adjust my prompting, my prompt engineering technique here.",1
The two-factor authentication two-factor authentication process keeps,0
I submitted my request my support request three days ago but...,0
Can you remember our context? Our previous context from this session?,1
Let me rephrase my question - rephrase my question more clearly for you.,1
I'm curious about your knowledge cutoff - your training cutoff date specifically.,1
Could you explain your reasoning? Your logical reasoning for this output?,1
I've been on hold been waiting for someone to help me with my,0
The automatic renewal the automatic renewal that was supposed to happen...,0
I'm having trouble logging in logging in to my account since the system,0
Could you check my ticket status my ticket from last week when I,0
I'm checking on my refund status - my refund from Order #LB-443?,1
Have you received my documentation? My warranty claim documentation?,1
The tracking number you provided the tracking number for my package isn't,0
The system locked me out - locked me out after three attempts!,1
I need to speak with a supervisor a supervisor who can help me with this...,0
My order status shows pending shows pending even though I already,0
The confirmation email the confirmation email that was supposed to,0
I'm getting an error message an error message when I attempt to...,0
No I believe we got everything covered today.Thanks. Goodbye.,1
Can we process an exchange? An immediate exchange for the damaged item?,1
"I need to update my payment method, my expired payment method please.",1
Can someone help me with the refund the refund process for my recent,0
Where's my tracking information? My shipping tracking from last Friday?,1
I've been trying to access trying to access my dashboard but it,0
The payment system keeps declining keeps declining whenever I try to,0
The promotional code isn't working - the SPRING25 code on your website.,1
Could you check my subscription status? My PREMIUM subscription status?,1
"I've been double-charged, double-charged on my March statement!",1
I need help with my subscription my subscription that I just tried to,0
Could you tell me about the warranty the warranty coverage for,0
Can you reset my password? My account password immediately?,1
Let me think about those options because I'm not sure if there's something that can,0
I need technical support - immediate technical support for my device.,1
Have you processed my return? My return from Invoice #2025-0310?,1
"The installation guide is missing, missing from my delivery package.",1
No.,1
Yes. That's right.,1
Could you resend the confirmation? The order confirmation email please?,1
the client mentioned something about the delivery date but then they kind of,0
The product isn't working - the device I purchased last week isn't working.,1
we need to discuss the budget for next i just noticed that something in the,0
"I've updated my shipping address, my NEW shipping address in California.",1
Can you escalate this ticket? This URGENT ticket from yesterday?,1
"I'm having issues with billing, with my MARCH billing statement specifically.",1
Could you check my case number? My support case #2025-0312?,1
I need to verify my identity - verify my account details right now!,1
"I'm sorry, could you actually amend that train reservation for 2 people instead? Also, I will need the postcode for Milton Country Park we talked about earlier.",1
"Yes, book me a table for 2 people at 12:15 on monday.",1
"No, that's not right. We need to do",0
"Sure, lets try that instead.",1
could you help me understand why the reports are so i mean the way that they,0
Is the car going to be ready by,0
the system keeps showing errors whenever i try to well actually let me just,0
do you think we should maybe i saw that you already updated the documentation yesterday,1
they were supposed to deliver the wait actually they already sent the materials this morning,1
im not sure if this is the right i can confirm the numbers match the quarterly report,1
we should probably wait until no lets proceed with the deployment right now,1
the main issue seems to be that hold on the server capacity reached its limit at peak hours,1
"Yes, book me any trip that is...",0
i was going to ask about the meeting but then i just wanted to know if you,0
she wanted to know if we the client approved all the proposed changes yesterday afternoon,1
i really dont think that the actually the new design looks much better than what we had before,1
i was thinking we should maybe we need to schedule the team meeting for next tuesday morning,1
could you please tell me what do you when is the project deadline for the marketing campaign,1
the problem with the i found out the database backup completed successfully last night,1
do you know if anyone has i already updated the project timeline,1
were trying to figure out how to the new process is now fully documented,1
im thinking we should probably revise the whole thing because when i look at,0
I am also looking for an attraction called the kettle's yard.,1
i think we should consider the actually the client prefers the original design,1
would it be possible to maybe lets schedule the meeting for next thursday,1
the system keeps showing these i managed to resolve the connection errors,1
the team wanted to know if we could maybe i mean unless you think we should,0
have you seen the latest i just uploaded the final version to the shared drive,1
she mentioned something about the i confirmed the conference room is booked,1
we need to discuss the budget for i pulled the numbers and were under target,1
she was telling me earlier about how the project would be but then she just,0
"Fantastic, thank you. That is all I need.",1
when you get a chance could you take a look at the way the system is sort of,0
The Rajmahal please,1
"Would you check again for a guesthouse in the moderate price range, in the north with four stars, please?",1
i started working on the presentation but then i realized that maybe we should,0
hoping you have a wonderful rest of your,0
i was wondering if maybe oh i see youve already submitted the expense report,1
can you tell me where the i found the missing files in the backup folder,1
we should consider how to im going to schedule the planning session for monday,1
they wanted us to review the no wait we already approved those changes last week,1
the customer asked about delivery but i checked and their order shipped yesterday,1
she was explaining the process but then something about the workflow,0
im trying to understand why the system keeps i mean if we could just,0
we were discussing the new features when suddenly the whole thing just,0
could you take a look at this report that i mean the way it seems to,0
thank you but Im still not sure about the,0
im not sure if we should i tested the new feature and it works perfectly now,1
did someone already update the documentation for the new,0
could you possibly look at the oh i notice youve fixed the formatting issues,1
the main concern was that the well actually the data shows improved performance,1
i wanted to ask about the project timeline but then i thought maybe we should,0
im trying to figure out why the database keeps showing these,0
i was looking at the feedback and noticed that some of the users are kind of,0
are we supposed to submit the oh the deadline got extended to next wednesday,1
leaving Stansted airport on Tuesday and trying to figure out the train to...,0
we were discussing the new features when suddenly the whole thing just,0
checking the postcode for Broughton House Gallery again and wondering if it's actually,0
could you check if the system is i ran the diagnostics everything passed,1
the client wants us to maybe we should implement the new features now,1
i was looking at the reports and saw i fixed all the calculation errors,1
they were saying something about how the deployment might affect the,0
do you know if anyone has i already updated the project timeline,1
were trying to figure out how to the new process is now fully documented,1
im trying to understand why the system keeps i mean if we could just,0
she was explaining the process but then something about the workflow is just,0
the client requested some changes to the i think we need to consider,0
wrapping up here goodbye meeting was productive,1
have you noticed how the dashboard is showing these weird i mean its like,0
we should probably review the entire well the thing is when you look at,0
they mentioned something about the budget constraints and how we might,0
im wondering if we could maybe implement the unless theres a better way to,0
the team suggested we should i spoke with leadership and got their approval,1
can someone explain why the oh i found the documentation in the wiki,1
wow this is exactly what I was hoping we would achieve,1
i wasnt sure about the deadline but i checked and its due next friday,1
the documentation seems to be missing some crucial well you know how sometimes,0
when you get a chance could you look into why the system is kind of,0
they wanted to know if we could i secured the additional resources we need,1
can we discuss the way that the system is kind of whenever it,0
they mentioned something about how the updates might affect the,0
we might need to reschedule the actually the meeting room is available now,1
does anyone know how to i found the solution in the documentation wiki,1
i was just about to start the deployment when suddenly the whole,0
we should probably look into the way that the users are sort of,0
can someone tell me where the oh i located the backup files in the cloud,1
the database seems to be having some i restarted the server its working fine,1
have you noticed how the application sometimes just when it tries to,0
we were thinking about changing the i already updated the configuration settings,1
have you seen the latest um the metrics show significant improvement,1
the documentation says we need to but then theres this part where,0
the team suggested we should i got confirmation from management to proceed,1
i think we need to consider the implications of unless we could,0
thank you very much,1
she was explaining the process of how the well you know when the,0
Is that postcode correct for,0
could you help me understand why the metrics are kind of like,0
im wondering if we need to no wait the test cases all passed successfully,1
"Whatever is popular, I just need the attraction type on postcode of whatever you...",0
"Thanks! I'm also looking for an expensive, 2-star place to stay in the north. Do you have anything like that?",1
we were in the middle of discussing the when someone mentioned,0
the client feedback suggests that we might need to unless we,0
"I also need a restaurant, preferably one that serves portuguese food and is the same price point as my hotel.",1
im looking at the code and noticing that some of the functions seem,0
Not my problem.,1
"Okay, that sounds good, but what about my resume, I was thinking of...",0
could you check if the system is i ran the diagnostics everything passed,1
considering the north and moderate price range and maybe something like,0
i want to find a hospital in town,1
are we supposed to submit the oh the deadline got extended to next wednesday,1
when you get a chance could you review the way that the system,0
i think we need to review the wait i see latishab already approved the changes,1
4 people for 5 nights starting Sunday and I also need the ref # too please,1
i started analyzing the performance data but then i noticed that it,0
cant help you with that,1
we should probably address the issue with the before it becomes,0
"Thanks so much for stepping in. I was about to lose it. Yes, this is all the information I need. Thanks. Goodbye.",1
they asked about the status of i sent the progress report this morning,1
"Actually, I would prefer the cinema.",1
the team was wondering if we could maybe depending on how the,0
im not entirely convinced that the current approach is you know how,0
I don't mind cheap as long as it's still reasonably nice.,1
have you seen what happens when the server tries to well it just,0
do you think we could maybe actually the budget was approved yesterday,1
"Should we schedule the meeting for-- perfect, I see you've booked it for March 15th.",1
i wasnt sure about the requirements but i found them in the project brief,1
"The server keeps-- wait, I've just received the all-clear notification!",1
We were discussing the deployment schedule but then something about the...,0
should we wait for the other no everyone confirmed their availability,1
the security team mentioned some i implemented all the required patches,1
I would like one with internet. What are the price ranges for those?,1
I don't have a preference in what area of town.,1
we need to discuss the new i drafted the proposal for next quarter,1
could you possibly check if the i verified the data integrity its all good,1
I was just reviewing the documentation when suddenly the system kind of,0
i need to eat too,1
"I'm trying to access the-- ah, my permissions were updated, I can see it now!",1
"I was about to send the report, but-- oh, Alex already submitted it!",1
5 people for 4 nights starting from monday.,1
"Could you take a look at how the-- well, the way that it seems to...",0
"Could we review the-- actually, I see you've marked it as urgent.",1
What is the price of the ticket and departure time?,1
"Do you think we should wait for-- no, I confirm all stakeholders have responded.",1
The client mentioned they wanted to-- unless we should maybe,0
I'm trying to understand why the metrics are showing such unusual,0
Have you seen what happens when the-- you know how sometimes it just...,0
"Could you possibly check if-- perfect, the backup completed at 07:00 UTC.",1
